序號,答案
20240515162001,23.483700000000013
20240515163001,23.483700000000013
20240515164001,23.483700000000013
20240515165001,23.483700000000013
20240520090001,691.0271000000002
20240520091001,691.0271000000002
20240520092001,691.0271000000002
20240520093001,691.0271000000002
20240520094001,691.0271000000002
20240520095001,691.0271000000002
20240520100001,617.3548000000001
20240520101001,617.3548000000001
20240520102001,617.3548000000001
20240520103001,617.3548000000001
20240520104001,617.3548000000001
20240520105001,617.3548000000001
20240520110001,610.8809999999997
20240520111001,610.8809999999997
20240520112001,610.8809999999997
20240520113001,610.8809999999997
20240520114001,610.8809999999997
20240520115001,610.8809999999997
20240520120001,586.7290999999999
20240520121001,586.7290999999999
20240520122001,586.7290999999999
20240520123001,586.7290999999999
20240520124001,586.7290999999999
20240520125001,586.7290999999999
20240520130001,45.64810000000002
20240520131001,45.64810000000002
20240520132001,45.64810000000002
20240520133001,45.64810000000002
20240520134001,45.64810000000002
20240520135001,45.64810000000002
20240520140001,120.51440000000001
20240520141001,120.51440000000001
20240520142001,120.51440000000001
20240520143001,120.51440000000001
20240520144001,120.51440000000001
20240520145001,120.51440000000001
20240520150001,99.90559999999999
20240520151001,99.90559999999999
20240520152001,99.90559999999999
20240520153001,99.90559999999999
20240520154001,99.90559999999999
20240520155001,99.90559999999999
20240520160001,31.87710000000001
20240520161001,31.87710000000001
20240520162001,31.87710000000001
20240520163001,31.87710000000001
20240520164001,31.87710000000001
20240520165001,31.87710000000001
20240613090001,69.68599999999996
20240613091001,69.68599999999996
20240613092001,69.68599999999996
20240613093001,69.68599999999996
20240613094001,69.68599999999996
20240613095001,69.68599999999996
20240613100001,42.72070000000001
20240613101001,42.72070000000001
20240613102001,42.72070000000001
20240613103001,42.72070000000001
20240613104001,42.72070000000001
20240613105001,42.72070000000001
20240613110001,112.86510000000007
20240613111001,112.86510000000007
20240613112001,112.86510000000007
20240613113001,112.86510000000007
20240613114001,112.86510000000007
20240613115001,112.86510000000007
20240613120001,137.45489999999995
20240613121001,137.45489999999995
20240613122001,137.45489999999995
20240613123001,137.45489999999995
20240613124001,137.45489999999995
20240613125001,137.45489999999995
20240613130001,153.2536000000001
20240613131001,153.2536000000001
20240613132001,153.2536000000001
20240613133001,153.2536000000001
20240613134001,153.2536000000001
20240613135001,153.2536000000001
20240613140001,5.532799999999997
20240613141001,5.532799999999997
20240613142001,5.532799999999997
20240613143001,5.532799999999997
20240613144001,5.532799999999997
20240613145001,5.532799999999997
20240613150001,5.0394000000000005
20240613151001,5.0394000000000005
20240613152001,5.0394000000000005
20240613153001,5.0394000000000005
20240613154001,5.0394000000000005
20240613155001,5.0394000000000005
20240613160001,7.870099999999997
20240613161001,7.870099999999997
20240613162001,7.870099999999997
20240613163001,7.870099999999997
20240613164001,7.870099999999997
20240613165001,7.870099999999997
20240615090001,368.16009999999994
20240615091001,368.16009999999994
20240615092001,368.16009999999994
20240615093001,368.16009999999994
20240615094001,368.16009999999994
20240615095001,368.16009999999994
20240615100001,994.2587
20240615101001,994.2587
20240615102001,994.2587
20240615103001,994.2587
20240615104001,994.2587
20240615105001,994.2587
20240615110001,989.0821000000001
20240615111001,989.0821000000001
20240615112001,989.0821000000001
20240615113001,989.0821000000001
20240615114001,989.0821000000001
20240615115001,989.0821000000001
20240615120001,995.3599
20240615121001,995.3599
20240615122001,995.3599
20240615123001,995.3599
20240615124001,995.3599
20240615125001,995.3599
20240615130001,377.31160000000017
20240615131001,377.31160000000017
20240615132001,377.31160000000017
20240615133001,377.31160000000017
20240615134001,377.31160000000017
20240615135001,377.31160000000017
20240615140001,163.06609999999995
20240615141001,163.06609999999995
20240615142001,163.06609999999995
20240615143001,163.06609999999995
20240615144001,163.06609999999995
20240615145001,163.06609999999995
20240615150001,71.5539
20240615151001,71.5539
20240615152001,71.5539
20240615153001,71.5539
20240615154001,71.5539
20240615155001,71.5539
20240615160001,39.91829999999996
20240615161001,39.91829999999996
20240615162001,39.91829999999996
20240615163001,39.91829999999996
20240615164001,39.91829999999996
20240615165001,39.91829999999996
20240703090001,392.57340000000016
20240703091001,392.57340000000016
20240703092001,392.57340000000016
20240703093001,392.57340000000016
20240703094001,392.57340000000016
20240703095001,392.57340000000016
20240703100001,841.9766000000003
20240703101001,841.9766000000003
20240703102001,841.9766000000003
20240703103001,841.9766000000003
20240703104001,841.9766000000003
20240703105001,841.9766000000003
20240703110001,811.6562000000007
20240703111001,811.6562000000007
20240703112001,811.6562000000007
20240703113001,811.6562000000007
20240703114001,811.6562000000007
20240703115001,811.6562000000007
20240703120001,772.8335000000002
20240703121001,772.8335000000002
20240703122001,772.8335000000002
20240703123001,772.8335000000002
20240703124001,772.8335000000002
20240703125001,772.8335000000002
20240703130001,604.5215999999999
20240703131001,604.5215999999999
20240703132001,604.5215999999999
20240703133001,604.5215999999999
20240703134001,604.5215999999999
20240703135001,604.5215999999999
20240703140001,457.84059999999954
20240703141001,457.84059999999954
20240703142001,457.84059999999954
20240703143001,457.84059999999954
20240703144001,457.84059999999954
20240703145001,457.84059999999954
20240703150001,156.52640000000008
20240703151001,156.52640000000008
20240703152001,156.52640000000008
20240703153001,156.52640000000008
20240703154001,156.52640000000008
20240703155001,156.52640000000008
20240703160001,5.296599999999999
20240703161001,5.296599999999999
20240703162001,5.296599999999999
20240703163001,5.296599999999999
20240703164001,5.296599999999999
20240703165001,5.296599999999999
20240707090001,881.2982
20240707091001,881.2982
20240707092001,881.2982
20240707093001,881.2982
20240707094001,881.2982
20240707095001,881.2982
20240707100001,794.7485999999997
20240707101001,794.7485999999997
20240707102001,794.7485999999997
20240707103001,794.7485999999997
20240707104001,794.7485999999997
20240707105001,794.7485999999997
20240707110001,1241.0658000000005
20240707111001,1241.0658000000005
20240707112001,1241.0658000000005
20240707113001,1241.0658000000005
20240707114001,1241.0658000000005
20240707115001,1241.0658000000005
20240707120001,1113.3437
20240707121001,1113.3437
20240707122001,1113.3437
20240707123001,1113.3437
20240707124001,1113.3437
20240707125001,1113.3437
20240707130001,919.5829999999994
20240707131001,919.5829999999994
20240707132001,919.5829999999994
20240707133001,919.5829999999994
20240707134001,919.5829999999994
20240707135001,919.5829999999994
20240707140001,205.44780000000006
20240707141001,205.44780000000006
20240707142001,205.44780000000006
20240707143001,205.44780000000006
20240707144001,205.44780000000006
20240707145001,205.44780000000006
20240707150001,145.03120000000007
20240707151001,145.03120000000007
20240707152001,145.03120000000007
20240707153001,145.03120000000007
20240707154001,145.03120000000007
20240707155001,145.03120000000007
20240707160001,14.239000000000011
20240707161001,14.239000000000011
20240707162001,14.239000000000011
20240707163001,14.239000000000011
20240707164001,14.239000000000011
20240707165001,14.239000000000011
20240125090002,34.723600000000005
20240125091002,34.723600000000005
20240125092002,34.723600000000005
20240125093002,34.723600000000005
20240125094002,34.723600000000005
20240125095002,34.723600000000005
20240125100002,22.2986
20240125101002,22.2986
20240125102002,22.2986
20240125103002,22.2986
20240125104002,22.2986
20240125105002,22.2986
20240125110002,75.94420000000002
20240125111002,75.94420000000002
20240125112002,75.94420000000002
20240125113002,75.94420000000002
20240125114002,75.94420000000002
20240125115002,75.94420000000002
20240125120002,153.60220000000004
20240125121002,153.60220000000004
20240125122002,153.60220000000004
20240125123002,153.60220000000004
20240125124002,153.60220000000004
20240125125002,153.60220000000004
20240125130002,20.628000000000014
20240125131002,20.628000000000014
20240125132002,20.628000000000014
20240125133002,20.628000000000014
20240125134002,20.628000000000014
20240125135002,20.628000000000014
20240125140002,11.459299999999999
20240125141002,11.459299999999999
20240125142002,11.459299999999999
20240125143002,11.459299999999999
20240125144002,11.459299999999999
20240125145002,11.459299999999999
20240125150002,2.9078
20240125151002,2.9078
20240125152002,2.9078
20240125153002,2.9078
20240125154002,2.9078
20240125155002,2.9078
20240125160002,1.1929000000000007
20240125161002,1.1929000000000007
20240125162002,1.1929000000000007
20240125163002,1.1929000000000007
20240125164002,1.1929000000000007
20240125165002,1.1929000000000007
20240128090002,14.055399999999997
20240128091002,14.055399999999997
20240128092002,14.055399999999997
20240128093002,14.055399999999997
20240128094002,14.055399999999997
20240128095002,14.055399999999997
20240128100002,44.95749999999998
20240128101002,44.95749999999998
20240128102002,44.95749999999998
20240128103002,44.95749999999998
20240128104002,44.95749999999998
20240128105002,44.95749999999998
20240128110002,40.83599999999999
20240128111002,40.83599999999999
20240128112002,40.83599999999999
20240128113002,40.83599999999999
20240128114002,40.83599999999999
20240128115002,40.83599999999999
20240128120002,77.84300000000009
20240128121002,77.84300000000009
20240128122002,77.84300000000009
20240128123002,77.84300000000009
20240128124002,77.84300000000009
20240128125002,77.84300000000009
20240128130002,27.470499999999983
20240128131002,27.470499999999983
20240128132002,27.470499999999983
20240128133002,27.470499999999983
20240128134002,27.470499999999983
20240128135002,27.470499999999983
20240128140002,25.3961
20240128141002,25.3961
20240128142002,25.3961
20240128143002,25.3961
20240128144002,25.3961
20240128145002,25.3961
20240128150002,9.421499999999998
20240128151002,9.421499999999998
20240128152002,9.421499999999998
20240128153002,9.421499999999998
20240128154002,9.421499999999998
20240128155002,9.421499999999998
20240128160002,1.7126999999999992
20240128161002,1.7126999999999992
20240128162002,1.7126999999999992
20240128163002,1.7126999999999992
20240128164002,1.7126999999999992
20240128165002,1.7126999999999992
20240213090002,1003.5348000000002
20240213091002,1003.5348000000002
20240213092002,1003.5348000000002
20240213093002,1003.5348000000002
20240213094002,1003.5348000000002
20240213095002,1003.5348000000002
20240213100002,1195.9998000000005
20240213101002,1195.9998000000005
20240213102002,1195.9998000000005
20240213103002,1195.9998000000005
20240213104002,1195.9998000000005
20240213105002,1195.9998000000005
20240213110002,1320.0017999999993
20240213111002,1320.0017999999993
20240213112002,1320.0017999999993
20240213113002,1320.0017999999993
20240213114002,1320.0017999999993
20240213115002,1320.0017999999993
20240213120002,1307.3414999999995
20240213121002,1307.3414999999995
20240213122002,1307.3414999999995
20240213123002,1307.3414999999995
20240213124002,1307.3414999999995
20240213125002,1307.3414999999995
20240213130002,70.52500000000002
20240213131002,70.52500000000002
20240213132002,70.52500000000002
20240213133002,70.52500000000002
20240213134002,70.52500000000002
20240213135002,70.52500000000002
20240213140002,20.5594
20240213141002,20.5594
20240213142002,20.5594
20240213143002,20.5594
20240213144002,20.5594
20240213145002,20.5594
20240213150002,2.8756999999999984
20240213151002,2.8756999999999984
20240213152002,2.8756999999999984
20240213153002,2.8756999999999984
20240213154002,2.8756999999999984
20240213155002,2.8756999999999984
20240213160002,0.7201000000000001
20240213161002,0.7201000000000001
20240213162002,0.7201000000000001
20240213163002,0.7201000000000001
20240213164002,0.7201000000000001
20240213165002,0.7201000000000001
20240226090002,9.834799999999996
20240226091002,9.834799999999996
20240226092002,9.834799999999996
20240226093002,9.834799999999996
20240226094002,9.834799999999996
20240226095002,9.834799999999996
20240226100002,31.853600000000007
20240226101002,31.853600000000007
20240226102002,31.853600000000007
20240226103002,31.853600000000007
20240226104002,31.853600000000007
20240226105002,31.853600000000007
20240226110002,110.37800000000009
20240226111002,110.37800000000009
20240226112002,110.37800000000009
20240226113002,110.37800000000009
20240226114002,110.37800000000009
20240226115002,110.37800000000009
20240226120002,143.0507999999999
20240226121002,143.0507999999999
20240226122002,143.0507999999999
20240226123002,143.0507999999999
20240226124002,143.0507999999999
20240226125002,143.0507999999999
20240226130002,11.860500000000009
20240226131002,11.860500000000009
20240226132002,11.860500000000009
20240226133002,11.860500000000009
20240226134002,11.860500000000009
20240226135002,11.860500000000009
20240226140002,16.96939999999998
20240226141002,16.96939999999998
20240226142002,16.96939999999998
20240226143002,16.96939999999998
20240226144002,16.96939999999998
20240226145002,16.96939999999998
20240226150002,9.027099999999997
20240226151002,9.027099999999997
20240226152002,9.027099999999997
20240226153002,9.027099999999997
20240226154002,9.027099999999997
20240226155002,9.027099999999997
20240226160002,4.030100000000005
20240226161002,4.030100000000005
20240226162002,4.030100000000005
20240226163002,4.030100000000005
20240226164002,4.030100000000005
20240226165002,4.030100000000005
20240319090002,6.840099999999995
20240319091002,6.840099999999995
20240319092002,6.840099999999995
20240319093002,6.840099999999995
20240319094002,6.840099999999995
20240319095002,6.840099999999995
20240319100002,20.95940000000001
20240319101002,20.95940000000001
20240319102002,20.95940000000001
20240319103002,20.95940000000001
20240319104002,20.95940000000001
20240319105002,20.95940000000001
20240319110002,34.84859999999999
20240319111002,34.84859999999999
20240319112002,34.84859999999999
20240319113002,34.84859999999999
20240319114002,34.84859999999999
20240319115002,34.84859999999999
20240319120002,35.856
20240319121002,35.856
20240319122002,35.856
20240319123002,35.856
20240319124002,35.856
20240319125002,35.856
20240319130002,18.382800000000003
20240319131002,18.382800000000003
20240319132002,18.382800000000003
20240319133002,18.382800000000003
20240319134002,18.382800000000003
20240319135002,18.382800000000003
20240319140002,11.462400000000004
20240319141002,11.462400000000004
20240319142002,11.462400000000004
20240319143002,11.462400000000004
20240319144002,11.462400000000004
20240319145002,11.462400000000004
20240319150002,11.627000000000008
20240319151002,11.627000000000008
20240319152002,11.627000000000008
20240319153002,11.627000000000008
20240319154002,11.627000000000008
20240319155002,11.627000000000008
20240319160002,1.3941999999999999
20240319161002,1.3941999999999999
20240319162002,1.3941999999999999
20240319163002,1.3941999999999999
20240319164002,1.3941999999999999
20240319165002,1.3941999999999999
20240427090002,66.24990000000001
20240427091002,66.24990000000001
20240427092002,66.24990000000001
20240427093002,66.24990000000001
20240427094002,66.24990000000001
20240427095002,66.24990000000001
20240427100002,111.31659999999998
20240427101002,111.31659999999998
20240427102002,111.31659999999998
20240427103002,111.31659999999998
20240427104002,111.31659999999998
20240427105002,111.31659999999998
20240427110002,133.55980000000002
20240427111002,133.55980000000002
20240427112002,133.55980000000002
20240427113002,133.55980000000002
20240427114002,133.55980000000002
20240427115002,133.55980000000002
20240427120002,104.17749999999998
20240427121002,104.17749999999998
20240427122002,104.17749999999998
20240427123002,104.17749999999998
20240427124002,104.17749999999998
20240427125002,104.17749999999998
20240427130002,230.69029999999995
20240427131002,230.69029999999995
20240427132002,230.69029999999995
20240427133002,230.69029999999995
20240427134002,230.69029999999995
20240427135002,230.69029999999995
20240427140002,248.09079999999992
20240427141002,248.09079999999992
20240427142002,248.09079999999992
20240427143002,248.09079999999992
20240427144002,248.09079999999992
20240427145002,248.09079999999992
20240427150002,123.59600000000002
20240427151002,123.59600000000002
20240427152002,123.59600000000002
20240427153002,123.59600000000002
20240427154002,123.59600000000002
20240427155002,123.59600000000002
20240427160002,38.48190000000001
20240427161002,38.48190000000001
20240427162002,38.48190000000001
20240427163002,38.48190000000001
20240427164002,38.48190000000001
20240427165002,38.48190000000001
20240508090002,144.74779999999998
20240508091002,144.74779999999998
20240508092002,144.74779999999998
20240508093002,144.74779999999998
20240508094002,144.74779999999998
20240508095002,144.74779999999998
20240508100002,85.63559999999998
20240508101002,85.63559999999998
20240508102002,85.63559999999998
20240508103002,85.63559999999998
20240508104002,85.63559999999998
20240508105002,85.63559999999998
20240508110002,79.70139999999996
20240508111002,79.70139999999996
20240508112002,79.70139999999996
20240508113002,79.70139999999996
20240508114002,79.70139999999996
20240508115002,79.70139999999996
20240508120002,106.81919999999997
20240508121002,106.81919999999997
20240508122002,106.81919999999997
20240508123002,106.81919999999997
20240508124002,106.81919999999997
20240508125002,106.81919999999997
20240508130002,6.7143000000000015
20240508131002,6.7143000000000015
20240508132002,6.7143000000000015
20240508133002,6.7143000000000015
20240508134002,6.7143000000000015
20240508135002,6.7143000000000015
20240508140002,29.109499999999983
20240508141002,29.109499999999983
20240508142002,29.109499999999983
20240508143002,29.109499999999983
20240508144002,29.109499999999983
20240508145002,29.109499999999983
20240508150002,2.8324999999999996
20240508151002,2.8324999999999996
20240508152002,2.8324999999999996
20240508153002,2.8324999999999996
20240508154002,2.8324999999999996
20240508155002,2.8324999999999996
20240508160002,1.0167999999999997
20240508161002,1.0167999999999997
20240508162002,1.0167999999999997
20240508163002,1.0167999999999997
20240508164002,1.0167999999999997
20240508165002,1.0167999999999997
20240705090002,849.6416999999997
20240705091002,849.6416999999997
20240705092002,849.6416999999997
